00009270c4ec26e1d76f5d86847009c9	1896072db9ce6406febfc17f681c2086,90cb852cf345e04d508fe03f74089183,8c8544b6c129ad4a431be753143ed1c3
000189ef5d5b951841d416a8c6c5b995	1896072db9ce6406febfc17f681c2086,97d0422a3317b1929926dc90cda4fc53,5e8709466b22da6b45bfd30825bd3620,bc7ae002af8b8ff753c21093ecaeb6d5,f29fe6997c2e42764ed7e7737fa870da,8d2448133beb3422f0f638bacf8f7051,0b0816ff97e9a3e5501ed2dcb4a0d66e,e4fb97b00004709730e13c588d457350,e29eb7083bdf54af48352ffa979fc830,2d5abf599e2178d1774a425f7f0d1784,37de3dfb9d3bc0a2264adf8802fef726,9e9ff523f0448879c6cd521495fd758d,3570fa5e14faf9b3126b9deea90c21d5,b9e923e77dfb832d49c13a7b39e517f5,9fabbe1b8c48de63be0de5cf72d99ce3,8c8544b6c129ad4a431be753143ed1c3,039be717f253f7b10ed1ce405de08b9f,6e32d9a42976b263347a17c6c2c91c18,5b687f58feae9c48bc4b848b6279b048
00026d79a6f0955fc860947724e24765	c33b35d6254ad9c0c238233eb97a6c60
0002e3afb8146bc08e40575e45f0eca6	1896072db9ce6406febfc17f681c2086,07e967d75aab2f6a52c558695a572a7c,97d0422a3317b1929926dc90cda4fc53
0004709a296f9b925ae283efe2f043e7	4538778ad75aa8ce61c9d13fb9cb661b,86f9f299cdbc8e2a19fed1712f522c49,b3e59727bb3c679b7175512155ba30ac,e0c346a79653cae0e5d10b22ec8c553d,1896072db9ce6406febfc17f681c2086,07e967d75aab2f6a52c558695a572a7c,039be717f253f7b10ed1ce405de08b9f,e8f1a88a6ff64b1f69b2a7828f472b6b,01e8e4ea4a8c4bf5044216677fe8ddc1,8574dff94054503ee7f7986378e21118,66835a65036dc912b1ba2204c7902186,1cd8e0a97bf3552196f0f60eb3566ac7,4dee8fb18b5af024c012c77d21983f89,9a419345074af75a7b435555f0edb9ea,56d9849d6067d65cdfbfd0b2ef23b34b,91e56fe8fc1b944639b31d0305b0cbe7
000536b155abcf97971a6b99a6d7dbef	1896072db9ce6406febfc17f681c2086,2338f5519ae89cb819360870c849ac62,07e967d75aab2f6a52c558695a572a7c,200cf557b3703944f1f68af08484d2bd,4b58ecb20fe0d5e7a823b7d95911166d,de25f8730a79cda8a9b2c2b31815b203,4dee8fb18b5af024c012c77d21983f89,f0907887a818090dfe117961e58fcf37,1cd8e0a97bf3552196f0f60eb3566ac7,2917bd29c0250a6f69b5a3be4313d31b,5df3c72209d881801c395b023384de55,5d011872de3e2ceb67f84628dd28e986,9d6f0ef1ee91aa17d863bce1fbe9ed03,4c0931dd33d2f7e088955a929c8da9d9
0007c510ab41f8aedb2a759c2fce7aae	1896072db9ce6406febfc17f681c2086,6d0125a3f13a454c98b9841e4ef96b1a,58e96a6325c839e07269513fc9ba9811,63218281db3fb953111b756b189902d9,dd23bbcd2da4282d178ca4e3646cbb00,4147e6ca96af4cbc613b2eb25df74153
0007f90fc1f2da95e0b8c307e1598d21	97d0422a3317b1929926dc90cda4fc53,1896072db9ce6406febfc17f681c2086,a19e4c4c43fddd3dcf638ccd94803aed,de25f8730a79cda8a9b2c2b31815b203,e29eb7083bdf54af48352ffa979fc830,2f13ddafe198a2ee0ebfdb79e4c3bbc6,65eee3e7c0ba72a91abe646de5cf8ad7
000b216af4bf2cb7d8fe3cd66ddd03a8	1896072db9ce6406febfc17f681c2086,ae248d5abede66ec92c62f9d23bdc293,8d2448133beb3422f0f638bacf8f7051,6f1e679bf88e8ec96cbb6b10d3de4bc6,0b0816ff97e9a3e5501ed2dcb4a0d66e,ecb515ede6b9c0e165a82d1b56e8d0d5,3570fa5e14faf9b3126b9deea90c21d5,ecf4f0ab94f5a4083ef581584c82debd,c56f5b542741bb979f5b36a83fcca5fd,8c8544b6c129ad4a431be753143ed1c3
000c6986f9c8431c12342193a978a582	0b0816ff97e9a3e5501ed2dcb4a0d66e,07e967d75aab2f6a52c558695a572a7c,58e96a6325c839e07269513fc9ba9811,4dee8fb18b5af024c012c77d21983f89,9e9ff523f0448879c6cd521495fd758d,8d2448133beb3422f0f638bacf8f7051,1896072db9ce6406febfc17f681c2086,79eeda5f4c7fd2a0d483dc3d46fa5b3b,b82ae67fe7545960b386ae50e3be37a2,ecf4f0ab94f5a4083ef581584c82debd,2338f5519ae89cb819360870c849ac62,8c8544b6c129ad4a431be753143ed1c3,039be717f253f7b10ed1ce405de08b9f,c1b8b71790c91b7292d678df128459a4,c9b073bb48738364e9972921d20632e5
